,ID,Amount_Requested,Amount_Funded_By_Investors,Interest_Rate,Loan_Length,Loan_Purpose,Debt_To_Income_Ratio,Home_Ownership,Monthly_Income,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Inquiries_in_the_Last_6_Months,Employment_Length
567,15351.0,5000,5000.0,0.06,60,major_purchase,0.12,RENT,1667.0,6,1108,0,3
568,70412.0,3200,3200.0,0.1,36,debt_consolidation,0.16,MORTGAGE,3750.0,9,4283,1,6
569,77240.0,7625,7625.0,0.18,36,credit_card,0.16,RENT,3166.67,4,8030,0,5
570,27710.0,3000,3000.0,0.22,60,other,0.0,OWN,1471.0,3,1275,0,6
571,25655.0,5000,5000.0,0.11,36,house,0.07,MORTGAGE,3125.0,4,7187,1,1
572,27832.0,18500,18500.0,0.13,36,debt_consolidation,0.08,RENT,5000.0,6,13490,0,10
573,80208.0,18000,18000.0,0.14,36,debt_consolidation,0.15,MORTGAGE,4000.0,11,13877,0,5
574,27425.0,4200,4200.0,0.11,36,other,0.12,RENT,3000.0,11,10067,0,7
575,21033.0,5000,4975.0,0.07,36,other,0.02,MORTGAGE,5416.67,8,2937,1,10
576,34961.0,19000,19000.0,0.12,60,credit_card,0.14,MORTGAGE,4791.67,9,16348,0,5
577,38145.0,15000,15000.0,0.17,36,debt_consolidation,0.07,RENT,7916.67,5,5355,1,6
578,77673.0,18625,18625.0,0.2,60,credit_card,0.23,RENT,4000.0,15,26050,2,9
579,51812.0,6075,6075.0,0.08,36,debt_consolidation,0.28,RENT,1083.33,8,11539,0,
580,94947.0,12500,12500.0,0.15,36,debt_consolidation,0.18,MORTGAGE,3916.67,7,8221,3,10
581,49573.0,5000,5000.0,0.15,36,debt_consolidation,0.05,RENT,7083.33,12,8225,1,5
582,61720.0,10000,10000.0,0.12,36,credit_card,0.23,RENT,3083.33,14,13638,0,3
583,42743.0,8000,8000.0,0.17,36,credit_card,0.21,RENT,3750.0,6,4010,0,5
584,50398.0,20000,19975.0,0.16,36,debt_consolidation,0.21,RENT,5000.0,12,24352,1,1
585,40343.0,9600,9600.0,0.13,36,credit_card,0.15,RENT,4250.0,17,7713,1,1
586,52548.0,3600,3600.0,0.1,36,credit_card,0.11,RENT,2108.33,14,4467,0,
587,96704.0,14075,14075.0,0.19,36,other,0.13,RENT,3033.33,6,13036,0,8
588,10059.0,3000,3000.0,0.08,36,major_purchase,0.11,RENT,3500.0,9,0,2,3
589,82534.0,35000,34975.0,0.1,36,debt_consolidation,0.26,RENT,9220.0,12,40782,1,10
590,25767.0,1700,1700.0,0.07,36,other,0.05,RENT,2250.0,4,4527,0,5
591,9244.0,8800,8800.0,0.08,36,other,0.21,MORTGAGE,4833.0,6,306,4,5
592,6045.0,24250,23985.41,0.12,36,debt_consolidation,0.18,MORTGAGE,8910.42,16,81940,0,10
593,5073.0,10750,10166.42,0.11,36,credit_card,0.12,MORTGAGE,4416.67,9,12619,1,2
594,38378.0,6000,6000.0,0.16,36,debt_consolidation,0.25,MORTGAGE,3264.0,13,6347,1,10
595,99189.0,15000,15000.0,0.1,36,credit_card,0.19,MORTGAGE,5000.0,13,33389,0,10
596,66604.0,15000,15000.0,0.14,36,credit_card,0.16,MORTGAGE,5500.0,10,12413,2,3
597,87649.0,10000,10000.0,0.13,36,credit_card,0.14,RENT,7500.0,12,3235,0,6
598,58739.0,5950,5950.0,0.12,36,credit_card,0.22,MORTGAGE,5000.0,9,47746,0,10
599,28808.0,10000,10000.0,0.11,36,debt_consolidation,0.08,OWN,5833.33,15,11620,0,1
600,26877.0,4000,4000.0,0.15,36,other,0.11,RENT,2916.67,6,1651,1,6
601,13309.0,15000,14675.0,0.08,36,house,0.01,MORTGAGE,10417.0,8,1343,1,1
602,6128.0,10000,9850.0,0.15,36,debt_consolidation,0.19,RENT,2500.0,8,9092,1,1
603,70785.0,8875,8875.0,0.13,36,other,0.3,OWN,2166.67,9,6797,1,2
604,44672.0,2400,2400.0,0.11,36,credit_card,0.11,RENT,2000.0,4,3055,0,10
605,13054.0,25000,24950.0,0.21,60,debt_consolidation,0.19,RENT,8000.0,9,19548,0,3
606,103426.0,5500,5500.0,0.16,36,other,0.19,MORTGAGE,3937.08,6,689,8,10
607,4545.0,6000,6000.0,0.13,36,credit_card,0.23,RENT,2916.67,11,3334,0,2
608,82722.0,18000,18000.0,0.19,60,debt_consolidation,0.06,MORTGAGE,7500.0,8,20675,1,10
609,40489.0,28000,27975.0,0.08,36,small_business,0.06,MORTGAGE,7000.0,8,771,2,9
610,49956.0,32000,32000.0,0.16,60,debt_consolidation,0.15,RENT,7055.0,8,16174,1,6
611,69741.0,6000,6000.0,0.13,36,credit_card,0.05,RENT,2625.0,5,4299,1,10
612,65248.0,7200,7200.0,0.09,60,debt_consolidation,0.25,MORTGAGE,3750.0,13,7283,0,6
613,75785.0,11500,11500.0,0.11,36,debt_consolidation,0.1,RENT,2916.67,6,9562,0,1
614,27764.0,4800,4800.0,0.05,36,major_purchase,0.1,MORTGAGE,6333.33,13,10704,0,10
615,43707.0,4000,4000.0,0.11,36,debt_consolidation,0.23,MORTGAGE,2333.33,21,3522,0,7
616,35025.0,15000,15000.0,0.11,36,other,0.14,RENT,9083.33,11,26902,0,3
617,28518.0,15000,15000.0,0.18,36,debt_consolidation,0.21,MORTGAGE,5319.17,13,5613,3,2
618,42228.0,25000,25000.0,0.12,36,debt_consolidation,0.01,MORTGAGE,16666.67,7,2839,0,10
619,81620.0,4800,4800.0,0.19,60,other,0.28,RENT,1560.0,9,6563,0,1
620,37389.0,9500,9500.0,0.07,36,debt_consolidation,0.19,MORTGAGE,3583.33,8,5240,0,10
621,3204.0,15000,6200.0,0.13,36,house,0.14,MORTGAGE,8750.0,8,21702,3,1
622,10554.0,6000,6000.0,0.14,36,debt_consolidation,0.08,RENT,6250.0,6,3507,0,4
623,94092.0,12300,12300.0,0.06,36,debt_consolidation,0.07,RENT,6666.67,10,10976,0,10
624,43387.0,24000,23950.0,0.08,36,other,0.18,OWN,4250.0,6,19509,0,
625,103784.0,2000,1975.0,0.11,36,other,0.21,MORTGAGE,6833.33,19,20653,5,5
626,54576.0,14000,14000.0,0.1,36,debt_consolidation,0.23,MORTGAGE,8750.0,8,25026,0,10
627,47468.0,10000,10000.0,0.12,36,debt_consolidation,0.06,OWN,5000.0,5,10752,0,4
628,2578.0,13000,8113.74,0.1,36,small_business,0.16,MORTGAGE,3500.0,6,0,1,1
629,73765.0,5000,5000.0,0.16,60,other,0.12,RENT,5416.67,7,8745,1,4
630,36519.0,6000,5994.0,0.12,36,credit_card,0.12,RENT,2500.0,6,9482,0,2
631,90239.0,10050,10050.0,0.14,36,debt_consolidation,0.06,RENT,2916.67,9,7413,1,6
632,45980.0,4800,4800.0,0.08,,debt_consolidation,0.19,RENT,1887.0,12,6813,3,1
633,55803.0,14400,14400.0,0.11,36,debt_consolidation,0.06,MORTGAGE,6833.33,15,10017,0,10
634,98051.0,11625,11625.0,0.15,36,debt_consolidation,0.17,RENT,2833.33,8,17469,0,10
635,62884.0,18200,18200.0,0.1,36,credit_card,0.08,RENT,4750.0,13,16184,2,3
636,16406.0,20000,19875.0,0.13,36,debt_consolidation,0.16,MORTGAGE,9160.0,9,32392,1,10
637,37065.0,9600,9575.0,0.17,60,credit_card,0.13,RENT,3333.33,7,13648,1,10
638,4644.0,9000,9000.0,0.12,36,other,0.0,RENT,4833.0,6,0,1,4
639,57169.0,35000,35000.0,0.18,60,debt_consolidation,0.28,RENT,8083.33,15,29300,0,10
640,33050.0,1900,1900.0,0.08,36,debt_consolidation,0.19,MORTGAGE,6000.0,12,18397,2,10
641,46324.0,20000,19896.51,0.14,36,debt_consolidation,0.15,RENT,5166.67,8,12394,1,6
642,20367.0,2400,2400.0,0.1,36,other,0.1,MORTGAGE,3166.67,6,2174,0,1
643,36837.0,4500,4500.0,0.12,36,debt_consolidation,0.16,MORTGAGE,3333.33,15,11963,0,6
644,68829.0,12000,12000.0,0.12,36,debt_consolidation,0.19,MORTGAGE,8750.0,10,32028,1,4
645,694.0,10000,8175.26,0.09,36,debt_consolidation,0.06,MORTGAGE,7500.0,16,18343,0,7
646,61873.0,11575,11575.0,0.08,36,debt_consolidation,0.17,MORTGAGE,2833.33,8,5654,0,10
647,94081.0,20000,20000.0,0.07,36,credit_card,0.22,MORTGAGE,8161.33,14,27904,1,8
648,101622.0,6000,3475.0,0.15,36,debt_consolidation,0.1,RENT,6500.0,6,4103,0,1
649,21900.0,2800,2800.0,0.1,36,debt_consolidation,0.2,RENT,3250.0,4,8717,0,5
650,70285.0,6000,6000.0,0.14,36,credit_card,0.1,RENT,4250.0,6,5815,1,3
651,16069.0,20000,14750.0,0.07,36,debt_consolidation,0.15,RENT,9208.0,10,20965,0,3
652,57923.0,22000,22000.0,0.14,60,debt_consolidation,0.18,MORTGAGE,6083.33,9,20181,0,8
653,99914.0,10000,10000.0,0.13,36,debt_consolidation,0.2,RENT,5416.67,9,8066,0,10
654,100662.0,9450,9450.0,0.12,36,credit_card,0.12,MORTGAGE,4666.67,13,17639,2,10
655,20530.0,10400,10325.0,0.08,36,debt_consolidation,0.13,MORTGAGE,6354.0,10,19656,3,10
656,20329.0,15875,15818.07,0.15,60,debt_consolidation,0.22,RENT,3000.0,5,14289,2,2
657,53424.0,18000,18000.0,0.12,60,other,0.15,MORTGAGE,8333.33,7,4038,0,5
658,47764.0,8000,8000.0,0.09,36,other,0.03,RENT,5000.0,8,5540,0,2
659,94950.0,12000,12000.0,0.14,36,other,0.2,RENT,4166.67,8,14163,0,2
660,15213.0,20000,12150.0,0.07,60,debt_consolidation,0.12,OWN,5000.0,9,7960,2,10
661,38976.0,10000,10000.0,0.17,36,debt_consolidation,0.19,RENT,2916.67,9,7565,3,4
662,40113.0,24500,23475.0,0.19,60,debt_consolidation,0.23,RENT,4497.0,13,18906,0,10
663,71538.0,10000,10000.0,0.12,36,debt_consolidation,0.2,RENT,6250.0,17,16348,0,5
664,48972.0,3600,3600.0,0.08,36,credit_card,0.26,MORTGAGE,4166.67,19,25,2,3
665,31876.0,12000,12000.0,0.17,60,debt_consolidation,0.07,MORTGAGE,5445.0,8,4904,0,9
666,48894.0,6950,6950.0,0.11,36,credit_card,0.21,OWN,4583.33,7,18814,0,10
667,74320.0,8525,8525.0,0.1,36,debt_consolidation,0.26,MORTGAGE,4583.33,8,31398,0,10
668,65600.0,5000,5000.0,0.14,36,credit_card,0.29,RENT,2750.0,14,5957,2,3
669,38529.0,4800,4800.0,0.18,60,debt_consolidation,0.14,RENT,3750.0,13,16302,0,10
670,18088.0,6000,6000.0,0.13,36,debt_consolidation,0.21,MORTGAGE,5000.0,11,4363,3,10
671,47960.0,4000,4000.0,0.19,60,small_business,0.09,RENT,3700.0,19,2177,2,2
672,48295.0,14000,14000.0,0.06,36,debt_consolidation,0.15,RENT,7500.0,12,16648,0,10
673,46245.0,23500,23450.0,0.15,36,debt_consolidation,0.19,RENT,4000.0,7,20542,0,
674,13454.0,2500,2500.0,0.16,36,major_purchase,0.24,MORTGAGE,1500.0,10,2684,3,1
675,16524.0,2000,2000.0,0.06,36,major_purchase,0.03,RENT,1600.0,9,736,0,3
676,92631.0,24000,23925.0,0.16,60,credit_card,0.12,MORTGAGE,7800.0,11,20676,3,2
677,14193.0,12800,12800.0,0.11,60,debt_consolidation,0.07,MORTGAGE,4166.67,7,11992,1,1
678,51829.0,8000,8000.0,0.08,36,other,0.22,RENT,5166.67,5,0,0,1
679,31000.0,3000,3000.0,0.1,36,credit_card,0.21,OWN,2333.33,10,3168,1,1
680,86532.0,7000,7000.0,0.08,36,credit_card,0.01,RENT,12500.0,4,5093,0,7
681,8102.0,18000,17975.0,0.13,36,credit_card,0.06,MORTGAGE,8333.33,13,14838,0,10
682,3112.0,9000,5975.0,0.14,36,debt_consolidation,0.08,MORTGAGE,4167.0,7,19696,1,3
683,31448.0,11000,11000.0,0.11,36,debt_consolidation,0.04,MORTGAGE,6666.67,11,4124,0,4
684,51408.0,6000,6000.0,0.08,36,major_purchase,0.15,RENT,4416.67,10,2928,0,2
685,6646.0,6500,6475.0,0.08,36,debt_consolidation,0.18,RENT,1500.0,5,2816,0,2
686,87572.0,19500,19500.0,0.18,36,credit_card,0.1,RENT,10000.0,16,14957,1,2
687,33225.0,16000,16000.0,0.17,60,major_purchase,0.19,RENT,7000.0,7,5231,1,10
688,93794.0,18000,17950.0,0.14,60,debt_consolidation,0.14,MORTGAGE,12916.67,11,14890,2,10
689,54455.0,30000,29975.0,0.23,60,debt_consolidation,0.17,MORTGAGE,7083.33,21,56145,1,10
690,93742.0,10000,10000.0,0.14,36,debt_consolidation,0.06,RENT,8750.0,14,11394,0,3
691,12860.0,16000,15900.0,0.16,60,debt_consolidation,0.13,MORTGAGE,5427.42,11,19407,1,5
692,41993.0,35000,35000.0,0.18,36,debt_consolidation,0.12,MORTGAGE,13333.33,12,21393,1,10
693,18447.0,8000,8000.0,0.14,36,other,0.1,RENT,7758.33,6,12110,1,2
694,71782.0,14500,14500.0,0.13,36,debt_consolidation,0.28,MORTGAGE,5988.67,12,18020,2,10
695,7789.0,12000,11925.0,0.11,36,other,0.19,RENT,5000.0,9,11779,0,1
696,19675.0,4500,4500.0,0.13,36,other,0.01,RENT,11500.0,5,1847,1,1
697,5858.0,16500,16350.0,0.12,36,debt_consolidation,0.17,RENT,4810.08,7,24351,1,3
698,43307.0,10000,10000.0,0.1,36,debt_consolidation,0.14,MORTGAGE,3666.67,9,17161,0,1
699,88490.0,35000,35000.0,0.19,60,credit_card,0.13,MORTGAGE,9166.67,7,26633,0,1
700,101891.0,21000,6165.31,0.11,36,house,0.21,OWN,18333.33,31,270800,5,2
701,102234.0,8400,6725.0,0.15,36,debt_consolidation,0.16,RENT,7083.33,7,14578,3,1
702,65443.0,6000,6000.0,0.08,36,credit_card,0.09,OWN,1750.0,14,5056,0,6
703,47597.0,12000,12000.0,0.19,36,debt_consolidation,0.15,OWN,4166.67,3,6309,0,6
704,30397.0,12100,12100.0,0.17,36,small_business,0.11,MORTGAGE,6166.67,5,2081,0,4
705,92868.0,25000,25000.0,0.14,36,house,0.05,MORTGAGE,6833.33,5,8811,0,8
706,89683.0,16000,15925.0,0.06,36,debt_consolidation,0.14,MORTGAGE,7333.33,11,71838,1,10
707,48006.0,27000,27000.0,0.18,36,house,0.22,MORTGAGE,8583.33,9,6658,1,8
708,66892.0,12250,12250.0,0.19,36,debt_consolidation,0.17,OWN,2916.67,7,10523,0,7
709,79618.0,10000,10000.0,0.18,36,debt_consolidation,0.23,RENT,2500.0,12,12938,2,4
710,55180.0,9175,9175.0,0.14,36,credit_card,0.19,MORTGAGE,7083.33,8,25639,0,8
711,75159.0,14075,14075.0,0.15,36,debt_consolidation,0.26,OWN,4000.0,13,11907,2,5
712,48624.0,13100,13100.0,0.19,36,debt_consolidation,0.23,RENT,7968.75,19,19607,1,10
713,75022.0,14675,14675.0,0.09,36,debt_consolidation,0.15,MORTGAGE,4000.0,6,12764,0,7
714,5733.0,5000,4900.0,0.11,36,major_purchase,0.03,RENT,3200.0,6,2650,2,3
715,92795.0,18000,18000.0,0.13,36,debt_consolidation,0.27,MORTGAGE,4166.67,11,16680,0,10
716,94514.0,12000,12000.0,0.08,36,debt_consolidation,0.15,RENT,5666.67,7,12094,0,10
717,83906.0,19400,19400.0,0.14,36,debt_consolidation,0.16,MORTGAGE,4583.33,12,12434,0,7
718,93318.0,18000,18000.0,0.12,36,debt_consolidation,0.19,RENT,3333.33,15,26573,0,10
719,62203.0,12000,12000.0,0.18,36,debt_consolidation,0.1,MORTGAGE,7500.0,11,15866,0,7
720,60969.0,8000,8000.0,0.13,36,debt_consolidation,0.26,MORTGAGE,4166.67,15,11500,0,1
721,94593.0,23750,23750.0,0.2,60,debt_consolidation,0.14,RENT,8333.33,12,10549,3,2
722,12932.0,7500,7475.0,0.16,36,debt_consolidation,0.11,MORTGAGE,5000.0,8,8257,0,2
723,37813.0,5500,5500.0,0.13,36,debt_consolidation,0.21,RENT,1666.67,7,5056,1,1
724,70028.0,16950,16950.0,0.17,60,debt_consolidation,0.27,MORTGAGE,3583.33,7,12588,3,10
725,80138.0,3000,2950.0,0.11,36,major_purchase,0.28,MORTGAGE,4333.33,6,6346,0,5
726,26033.0,1600,1600.0,0.13,36,debt_consolidation,0.12,RENT,3200.0,5,1214,0,6
727,26950.0,6000,6000.0,0.07,36,house,0.15,MORTGAGE,5833.33,12,7961,0,9
728,86660.0,7350,7350.0,0.12,36,debt_consolidation,0.2,OWN,3355.05,19,11626,3,10
729,97487.0,12825,12825.0,0.18,36,debt_consolidation,0.24,MORTGAGE,3416.67,15,8539,1,10
730,88522.0,24000,23975.0,0.21,60,debt_consolidation,0.24,MORTGAGE,6500.0,17,36555,3,6
731,64166.0,10000,10000.0,0.18,60,debt_consolidation,0.16,RENT,4104.67,5,7597,0,5
732,68487.0,5500,5500.0,0.14,36,debt_consolidation,0.28,OWN,1541.67,5,10481,1,
733,15014.0,17500,17500.0,0.15,36,debt_consolidation,0.09,RENT,9519.75,9,31279,0,10
734,98373.0,10000,10000.0,0.13,36,credit_card,0.19,MORTGAGE,7500.0,11,14426,1,9
735,17664.0,20000,16275.0,0.06,36,debt_consolidation,0.12,MORTGAGE,8083.33,13,29813,1,10
736,31943.0,11600,11600.0,0.07,36,debt_consolidation,0.09,RENT,5833.33,8,2671,1,1
737,29365.0,12000,12000.0,0.14,60,debt_consolidation,0.13,RENT,4166.67,8,2316,1,3
738,1800.0,13000,6770.1,0.11,36,small_business,0.14,MORTGAGE,7666.67,8,9551,0,9
739,57003.0,8575,8550.0,0.17,36,debt_consolidation,0.1,RENT,2500.0,6,8807,2,7
740,66296.0,6100,6100.0,0.14,36,credit_card,0.1,RENT,6666.67,10,5665,2,2
741,49473.0,14000,14000.0,0.15,36,credit_card,0.14,MORTGAGE,5000.0,5,11249,2,10
742,92016.0,10500,10500.0,0.14,36,debt_consolidation,0.2,MORTGAGE,5666.67,7,11301,0,10
743,82922.0,19600,19525.0,0.21,60,small_business,0.1,RENT,4170.0,8,11669,0,4
744,98272.0,15000,15000.0,0.16,36,credit_card,0.1,RENT,3333.33,11,10108,0,4
745,94925.0,8000,8000.0,0.17,36,other,0.05,MORTGAGE,5833.33,11,12484,1,10
746,70905.0,20000,20000.0,0.21,36,debt_consolidation,0.27,MORTGAGE,7750.0,15,26976,0,2
747,6723.0,11000,10969.64,0.13,36,debt_consolidation,0.19,RENT,3500.0,6,6811,1,2
748,102775.0,6000,5905.66,0.18,36,credit_card,0.07,RENT,4166.67,5,3433,1,2
749,84633.0,12000,12000.0,0.11,36,debt_consolidation,0.03,MORTGAGE,10833.33,12,11941,0,2
750,58263.0,17000,17000.0,0.13,36,debt_consolidation,0.17,RENT,5083.33,10,8890,0,7
751,69300.0,6250,6250.0,0.08,36,debt_consolidation,0.08,RENT,1916.67,6,3295,0,1
752,76916.0,27825,27825.0,0.24,60,debt_consolidation,0.13,RENT,6250.0,16,27093,1,4
753,97076.0,30000,30000.0,0.15,36,debt_consolidation,0.15,RENT,8333.33,21,29060,1,8
754,2746.0,4200,3969.9,0.14,36,house,0.05,MORTGAGE,1558.42,6,2255,1,1
755,95637.0,3800,3800.0,0.22,36,small_business,0.08,RENT,4333.33,6,4843,2,7
756,53567.0,2000,2000.0,0.15,36,other,0.21,RENT,2766.67,5,2162,3,1
757,77867.0,6000,6000.0,0.14,36,debt_consolidation,0.24,RENT,4000.0,12,24934,1,10
758,65121.0,21000,21000.0,0.19,60,debt_consolidation,0.16,RENT,8416.67,8,8764,2,5
759,41900.0,2500,2500.0,0.13,36,credit_card,0.06,RENT,5416.67,8,15373,0,6
760,33269.0,2400,2400.0,0.17,36,other,0.17,RENT,2700.0,3,3418,1,3
761,48581.0,13000,13000.0,0.11,36,credit_card,0.15,RENT,2166.67,4,11101,0,3
762,52893.0,4800,4800.0,0.15,36,credit_card,0.14,RENT,5000.0,8,7391,0,2
763,36929.0,17475,17475.0,0.1,36,credit_card,0.18,RENT,3333.33,15,17261,1,2
764,57431.0,16450,16400.0,0.22,60,debt_consolidation,0.26,MORTGAGE,2833.33,23,12670,2,5
765,40879.0,14000,14000.0,0.15,36,debt_consolidation,0.03,MORTGAGE,8750.0,6,9035,1,10
766,57586.0,2500,2500.0,0.17,36,other,0.11,MORTGAGE,5833.33,8,14122,0,8
767,62177.0,8000,8000.0,0.18,36,debt_consolidation,0.14,RENT,4166.67,10,9425,2,4
768,6020.0,5000,5000.0,0.13,36,debt_consolidation,0.21,RENT,3108.33,8,0,0,2
769,73741.0,15000,15000.0,0.13,36,debt_consolidation,0.13,RENT,9000.0,19,11016,0,1
770,32694.0,25000,24814.89,0.13,60,other,0.04,MORTGAGE,22916.67,13,34069,0,10
771,71766.0,3000,2975.0,0.09,36,debt_consolidation,0.32,RENT,1000.0,7,9730,0,
772,83373.0,6000,6000.0,0.08,36,credit_card,0.34,RENT,4116.67,16,33746,0,1
773,37504.0,7800,7800.0,0.11,36,debt_consolidation,0.07,MORTGAGE,4000.0,6,11063,2,9
774,95455.0,25000,25000.0,0.08,36,debt_consolidation,0.19,MORTGAGE,7083.33,17,47504,0,9
775,63.0,18500,3100.0,0.15,36,credit_card,0.05,RENT,7500.0,8,22379,0,1
776,26789.0,12000,12000.0,0.13,60,house,0.17,MORTGAGE,9166.67,11,25165,0,2
777,28032.0,5000,5000.0,0.16,36,debt_consolidation,0.05,MORTGAGE,2416.67,5,1620,0,6
778,24454.0,2500,2500.0,0.11,60,other,0.02,OWN,3958.0,4,3417,0,2
779,44163.0,16000,16000.0,0.16,60,debt_consolidation,0.06,MORTGAGE,5083.33,7,8729,1,10
780,89884.0,25000,25000.0,0.15,60,debt_consolidation,0.04,RENT,5666.67,6,11079,0,3
781,28601.0,2000,2000.0,0.17,36,other,0.12,RENT,3400.0,3,747,3,10
782,99913.0,2200,2200.0,0.1,36,major_purchase,0.24,MORTGAGE,3400.0,6,1453,0,5
783,7880.0,14000,13825.0,0.1,36,debt_consolidation,0.09,MORTGAGE,8333.33,8,40267,1,10
784,64020.0,3000,3000.0,0.13,36,debt_consolidation,0.32,MORTGAGE,2583.33,13,6683,0,1
785,36527.0,11425,11400.0,0.1,36,debt_consolidation,0.19,MORTGAGE,4750.0,9,6359,3,8
786,72604.0,17325,17325.0,0.17,60,debt_consolidation,0.3,RENT,3750.0,13,31362,1,9
787,29547.0,5425,5425.0,0.08,36,debt_consolidation,0.21,MORTGAGE,6333.33,21,25996,3,10
788,49950.0,20000,20000.0,0.23,60,debt_consolidation,0.02,RENT,12500.0,5,5407,0,5
789,34331.0,3300,3300.0,0.12,36,other,0.04,RENT,3730.0,7,3675,1,1
790,94232.0,2000,2000.0,0.17,36,house,0.21,MORTGAGE,3750.0,10,1371,1,7
791,98787.0,26500,26500.0,0.13,36,house,0.14,RENT,5833.33,8,64504,2,5
792,52440.0,17975,17975.0,0.19,36,debt_consolidation,0.19,RENT,4833.33,10,17448,0,7
793,2443.0,15000,14925.21,0.13,36,debt_consolidation,0.14,RENT,4458.33,15,7701,1,6
794,52407.0,16400,16350.0,0.14,60,debt_consolidation,0.24,RENT,3500.0,11,16693,1,5
795,46391.0,13500,13500.0,0.14,60,debt_consolidation,0.13,MORTGAGE,8833.33,11,18978,0,2
796,32183.0,12000,12000.0,0.15,36,debt_consolidation,0.04,RENT,7083.33,7,6040,1,2
797,52061.0,16750,16750.0,0.21,60,debt_consolidation,0.22,RENT,2833.33,12,7903,0,3
798,5531.0,8000,8000.0,0.12,36,major_purchase,0.01,RENT,1125.0,2,707,0,2
799,51087.0,10000,10000.0,0.1,36,debt_consolidation,0.14,MORTGAGE,5416.67,8,10560,0,3
800,11132.0,10000,10000.0,0.15,36,debt_consolidation,0.11,RENT,7083.0,13,11890,0,3
801,7752.0,5525,5525.0,0.14,36,credit_card,0.21,MORTGAGE,6620.0,8,37573,2,10
802,30788.0,17200,17200.0,0.2,60,house,0.1,RENT,3666.67,4,2117,3,2
803,77919.0,19600,19575.0,0.16,36,other,0.29,RENT,4166.67,17,22053,1,3
804,4841.0,4000,4000.0,0.11,36,debt_consolidation,0.23,MORTGAGE,3833.33,9,0,0,2
805,48151.0,13000,13000.0,0.13,36,debt_consolidation,0.11,RENT,5000.0,3,11090,1,1
806,2885.0,8000,7850.0,0.1,36,house,0.0,RENT,4250.0,4,132,3,5
807,647.0,25000,5640.7,0.1,36,house,0.1,MORTGAGE,7916.67,23,16386,0,4
808,9495.0,20000,19900.0,0.1,36,other,0.11,RENT,7083.33,14,18196,0,3
809,92367.0,27575,27575.0,0.17,60,debt_consolidation,0.18,MORTGAGE,7833.33,20,28055,2,7
810,100674.0,24000,24000.0,0.14,36,debt_consolidation,0.16,MORTGAGE,7500.0,5,2426,0,10
811,62867.0,7000,7000.0,0.18,36,other,0.16,RENT,5000.0,11,13665,1,5
812,32444.0,12000,11975.0,0.17,60,debt_consolidation,0.11,MORTGAGE,3500.0,6,26874,0,10
813,33119.0,14000,14000.0,0.19,60,debt_consolidation,0.14,MORTGAGE,3616.0,9,13923,0,2
814,4730.0,10000,9975.0,0.11,36,debt_consolidation,0.13,RENT,2500.0,8,14257,0,3
815,84738.0,7750,7750.0,0.06,36,debt_consolidation,0.22,RENT,4766.67,14,4667,3,6
816,58490.0,15000,11550.0,0.14,36,debt_consolidation,0.17,OWN,3333.33,8,10820,0,5
817,12015.0,15000,14950.0,0.12,36,debt_consolidation,0.12,MORTGAGE,5000.0,9,3470,3,10
818,71758.0,25000,25000.0,0.15,36,debt_consolidation,0.13,RENT,5416.67,10,22824,0,6
819,19344.0,15000,14975.0,0.15,60,debt_consolidation,0.08,MORTGAGE,4407.0,8,15818,1,
820,56528.0,5000,5000.0,0.16,36,debt_consolidation,0.16,MORTGAGE,8750.0,12,19598,1,2
821,17236.0,5000,5000.0,0.13,36,other,0.17,MORTGAGE,3250.0,18,4656,0,3
822,99541.0,35000,35000.0,0.15,36,debt_consolidation,0.15,RENT,6666.67,22,33472,0,10
823,1977.0,7500,6025.0,0.15,36,debt_consolidation,0.18,OWN,5000.0,11,16422,0,1
824,15197.0,25000,15675.0,0.1,60,house,0.16,MORTGAGE,3333.33,6,22713,1,10
825,11620.0,3800,3800.0,0.11,36,major_purchase,0.15,MORTGAGE,5416.67,11,9266,0,10
826,73232.0,2800,2800.0,0.09,36,other,0.28,RENT,3250.0,13,22401,0,10
827,27317.0,6250,6250.0,0.07,36,credit_card,0.24,MORTGAGE,2900.0,13,21536,0,2
828,38774.0,18000,17994.46,0.1,36,debt_consolidation,0.12,MORTGAGE,3333.33,13,10416,2,5
829,73956.0,6000,6000.0,0.17,36,debt_consolidation,0.29,RENT,2752.92,12,4569,2,1
830,77363.0,20000,20000.0,0.14,36,debt_consolidation,0.35,MORTGAGE,4583.33,8,6510,1,2
831,71926.0,8000,8000.0,0.11,36,debt_consolidation,0.24,RENT,2666.67,11,10128,0,5
832,46024.0,12000,12000.0,0.07,36,house,0.05,MORTGAGE,9833.33,15,5584,2,10
833,11376.0,24000,7100.0,0.11,60,house,0.12,OWN,5686.67,6,1726,2,2
834,13393.0,3000,2925.0,0.11,36,debt_consolidation,0.09,RENT,4900.0,6,3996,1,10
835,26533.0,5000,5000.0,0.07,36,major_purchase,0.09,MORTGAGE,3750.0,12,3998,0,6
836,48955.0,21850,21800.0,0.14,60,debt_consolidation,0.18,RENT,3750.0,5,7102,0,3
837,95456.0,21850,21850.0,0.23,60,Personal,0.27,MORTGAGE,5833.33,21,29643,2,3
838,102846.0,10000,7586.93,0.13,36,credit_card,0.14,MORTGAGE,6666.67,8,126402,2,9
839,2074.0,15000,10150.07,0.16,36,other,0.03,OWN,2500.0,6,3004,2,1
